File: stress_test
Build ID: 498919aff001d8366249403a2544fba2d833084f
Type: cpu
Time: 2026-09-22 01:13:11 CEST
Duration: 184.29s, Total samples = 294.71s (159.91%)
Showing nodes accounting for 190.96s, 64.80% of 294.71s total
Dropped 1742 nodes (cum <= 1.47s)
      flat  flat%   sum%        cum   cum%
         0     0% 64.80%      2.69s  0.91%  fdb.dev/pkg/fdbgo/client.(*Transaction).maybeMakeSelfConflicting
         0     0% 64.80%      2.02s  0.69%  fdb.dev/pkg/fdbgo/client.(*commitInput).commit
         0     0% 64.80%      2.01s  0.68%  fdb.dev/pkg/fdbgo/client.(*commitInput).commitNative
         0     0% 64.80%      5.95s  2.02%  fdb.dev/pkg/fdbgo/client.coalesceCommitVectors
         0     0% 64.80%      2.69s  0.91%  fdb.dev/pkg/fdbgo/client.conflictRangesIntersect (inline)
         0     0% 64.80%      1.96s  0.67%  fdb.dev/pkg/fdbgo/client.finalizeShipConflicts
         0     0% 64.80%      2.69s  0.91%  fdb.dev/pkg/fdbgo/client.intersectRanges
         0     0% 64.80%      1.72s  0.58%  fdb.dev/pkg/fdbgo/fdb.(*futureBase).BlockUntilReady (inline)
         0     0% 64.80%     17.19s  5.83%  fdb.dev/pkg/fdbgo/fdb.Database.TransactCtx
         0     0% 64.80%     17.19s  5.83%  fdb.dev/pkg/fdbgo/fdb.Database.TransactCtx.func1
         0     0% 64.80%     13.68s  4.64%  fdb.dev/pkg/fdbgo/fdb.Transaction.Commit.func1
         0     0% 64.80%     13.68s  4.64%  fdb.dev/pkg/fdbgo/fdb.newFutureNil.func1
         0     0% 64.80%      1.70s  0.58%  fdb.dev/pkg/fdbgo/wire/types.(*CommitTransactionRequest).MarshalFDBPooled
         0     0% 64.80%     17.19s  5.83%  fdb.dev/pkg/recordlayer.(*FDBDatabase).Run
         0     0% 64.80%     17.19s  5.83%  fdb.dev/pkg/recordlayer.(*FDBDatabase).Run.func1
         0     0% 64.80%     61.31s 20.80%  fdb.dev/pkg/recordlayer.(*FDBRecordStore).SaveRecordWithOptions (inline)
         0     0% 64.80%      3.18s  1.08%  fdb.dev/pkg/recordlayer.(*orElseCursor[go.shape.struct { Positional *fdb.dev/pkg/recordlayer/query/executor.PositionalRow; Record *fdb.dev/pkg/recordlayer.FDBStoredRecord[google.golang.org/protobuf/reflect/protoreflect.ProtoMessage]; PrimaryKey fdb.dev/pkg/fdbgo/fdb/tuple.Tuple }]).OnNext
         0     0% 64.80%     17.19s  5.83%  fdb.dev/pkg/recordlayer.runTransactCtx
         0     0% 64.80%     65.55s 22.24%  fdb.dev/pkg/recordlayer/query/executor.ExecutePlan
         0     0% 64.80%     65.55s 22.24%  fdb.dev/pkg/recordlayer/query/executor.executePlanUnwrapped
         0     0% 64.80%      2.41s  0.82%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*ExpressionRuleCall).MemoizeExpression
         0     0% 64.80%      2.43s  0.82%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*ImplementInsertRule).OnMatch
         0     0% 64.80%      2.41s  0.82%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*Memo).MemoizeExpression
         0     0% 64.80%      2.57s  0.87%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*Memo).admitTrackedReference (inline)
         0     0% 64.80%      2.56s  0.87%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*Memo).indexReference
         0     0% 64.80%      2.41s  0.82%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*Memo).memoizeLeaf
         0     0% 64.80%      2.57s  0.87%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*Memo).track
         0     0% 64.80%     13.48s  4.57%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*Planner).PlanWithContext (inline)
         0     0% 64.80%     13.48s  4.57%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*Planner).plan
         0     0% 64.80%      6.15s  2.09%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*TransformExprTask).Run
         0     0% 64.80%      6.15s  2.09%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*TransformExprTask).Run.func1
         0     0% 64.80%      4.51s  1.53%  fdb.dev/pkg/recordlayer/query/plan/cascades.(*TransformImplTask).Run
         0     0% 64.80%      2.56s  0.87%  fdb.dev/pkg/recordlayer/query/plan/cascades.NewMemo
         0     0% 64.80%      3.12s  1.06%  fdb.dev/pkg/recordlayer/query/plan/cascades.enumerateLeafCorrelationAliasMaps
         0     0% 64.80%      3.12s  1.06%  fdb.dev/pkg/recordlayer/query/plan/cascades.matchLeafWithCandidate
         0     0% 64.80%      9.42s  3.20%  fdb.dev/pkg/recordlayer/query/plan/cascades/expressions.(*ExplodeExpression).HashCodeWithoutChildren
         0     0% 64.80%      2.53s  0.86%  fdb.dev/pkg/recordlayer/query/plan/cascades/expressions.(*Reference).MemberHashes
         0     0% 64.80%      3.07s  1.04%  fdb.dev/pkg/recordlayer/query/plan/cascades/expressions.GetCorrelatedToOfExpression
         0     0% 64.80%      2.45s  0.83%  fdb.dev/pkg/recordlayer/query/plan/cascades/expressions.PreparedMemberDuplicateWithHashes
         0     0% 64.80%      3.07s  1.04%  fdb.dev/pkg/recordlayer/query/plan/cascades/values.GetCorrelatedToOfValue
         0     0% 64.80%      9.43s  3.20%  fdb.dev/pkg/recordlayer/query/plan/cascades/values.SemanticHashCode (inline)
         0     0% 64.80%      2.09s  0.71%  fdb.dev/pkg/recordlayer/query/plan/plans.(*RecordQueryExplodePlan).GetCorrelatedToWithoutChildren
         0     0% 64.80%    105.74s 35.88%  fdb.dev/pkg/relational/core/embedded.(*EmbeddedConnection).ExecContext
         0     0% 64.80%     17.28s  5.86%  fdb.dev/pkg/relational/core/embedded.(*EmbeddedConnection).QueryContext
         0     0% 64.80%     83.90s 28.47%  fdb.dev/pkg/relational/core/embedded.(*EmbeddedConnection).runInCapturedTx
         0     0% 64.80%     39.67s 13.46%  fdb.dev/pkg/relational/core/embedded.(*cascadesGenerator).Plan
         0     0% 64.80%     23.24s  7.89%  fdb.dev/pkg/relational/core/embedded.(*cascadesGenerator).planOne
         0     0% 64.80%     83.34s 28.28%  fdb.dev/pkg/relational/core/embedded.(*cascadesPlan).Execute
         0     0% 64.80%     83.33s 28.28%  fdb.dev/pkg/relational/core/embedded.(*paginatingRows).fetchPage
         0     0% 64.80%     16.43s  5.57%  fdb.dev/pkg/relational/core/parser.Parse
         0     0% 64.80%     16.28s  5.52%  fdb.dev/pkg/relational/core/parser/gen.(*RelationalParser).DmlStatement
         0     0% 64.80%     16.28s  5.52%  fdb.dev/pkg/relational/core/parser/gen.(*RelationalParser).InsertStatement
         0     0% 64.80%     16.25s  5.51%  fdb.dev/pkg/relational/core/parser/gen.(*RelationalParser).InsertStatementValue
         0     0% 64.80%     16.29s  5.53%  fdb.dev/pkg/relational/core/parser/gen.(*RelationalParser).Root
         0     0% 64.80%     16.28s  5.52%  fdb.dev/pkg/relational/core/parser/gen.(*RelationalParser).Statement
         0     0% 64.80%     16.28s  5.52%  fdb.dev/pkg/relational/core/parser/gen.(*RelationalParser).Statements
         0     0% 64.80%      1.94s  0.66%  fdb.dev/pkg/relational/core/query/expr.(*Resolver).WalkExpressionForProjection (inline)
         0     0% 64.80%    106.20s 36.04%  pkg/relational/sqldriver/stress/stress_test_test.(*stressHarness).bulkInsert.func1
         0     0% 64.80%     14.82s  5.03%  pkg/relational/sqldriver/stress/stress_test_test.(*stressHarness).timeQuery
         0     0% 64.80%      3.48s  1.18%  pkg/relational/sqldriver/stress/stress_test_test.runStressHarness.func18
         0     0% 64.80%      3.43s  1.16%  pkg/relational/sqldriver/stress/stress_test_test.runStressHarness.func20
         0     0% 64.80%      3.55s  1.20%  pkg/relational/sqldriver/stress/stress_test_test.runStressHarness.func21
         0     0% 64.80%      3.12s  1.06%  pkg/relational/sqldriver/stress/stress_test_test.runStressHarness.func26
         0     0% 64.80%      2.57s  0.87%  pkg/relational/sqldriver/stress/stress_test_test.runStressHarness.func9
         0     0% 64.80%      2.89s  0.98%  runtime.bgsweep
         0     0% 64.80%     48.51s 16.46%  runtime.gcBgMarkWorker
         0     0% 64.80%     48.23s 16.37%  runtime.gcBgMarkWorker.func2
         0     0% 64.80%     20.02s  6.79%  runtime.gcDrainMarkWorkerDedicated (inline)
         0     0% 64.80%     28.21s  9.57%  runtime.gcDrainMarkWorkerIdle (inline)
         0     0% 64.80%      2.21s  0.75%  runtime.lockWithRank (inline)
         0     0% 64.80%     14.66s  4.97%  sync.(*Once).Do (inline)
         0     0% 64.80%     17.49s  5.93%  testing.tRunner
